phrase,target
Operating profit rose to EUR 135 mn from EUR 97 mn in the corresponding period in 2006,positive
Finnish construction group Lemminkainen Oyj HEL  LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg  Russia,positive
For the first nine months of 2010  Talvivaara s net loss narrowed to EUR 83 million from EUR 219 million for the same period of 2009,positive
Clothing chain Seppï½lï½ s net sales increased by 70  to EUR 308 mn,positive
Finnish Outokumpu Technology has been awarded several new grinding technology contracts,positive
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7  9,positive
However  sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia  Atria said,positive
Both the net sales and operating profit were record high in the company s history,positive
Very recommendable  is the Nokian Z G2 according to the  ADAC judgement  in the latest summer tyre test of the German automobile association ADAC,positive
Operating profit totalled EUR 70 mn  up from a loss of EUR 40 mn in the second quarter of 2009,positive
Finnish software developer Done Solutions Oyj said its net profit increased to 35 mln euro   46 mln  in 2006 from 23 mln euro   30 mln  in 2005,positive
Markets had been expecting a poor performance  and the company s stock was up 6 percent at  x20ac 2389 US 3384 in early afternoon trading in Helsinki,positive
Net sales revenue per passenger is expected to increase,positive
The transactions would increase earnings per share in the first quarter by some EUR0 28,positive
Operating profit was EUR 98 mn  compared to a loss of EUR 127 mn in the corresponding period in 2009,positive
Diluted earnings per share  EPS  rose to EUR 052 versus EUR 009,positive
Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 08 billion  167 billion offer from buyout shop Nordic Capital  giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA,positive
For the last quarter of 2010  Componenta s net sales doubled to EUR131m from EUR76m for the same period a year earlier  while it moved to a zero pretax profit from a pretax loss of EUR7m,positive
The major breweries increased their domestic beer sales by 45 per cent last year  to 25688 million litres from 24592 million litres in 2004,positive
In Sweden  operating profit for the period under review totaled EUR 34 mn  up 308  from the corresponding period in 2005,positive
According to Viking Line s Managing Director  NilsErik Eklund  the company s Board of Directors is very satisfied with Viking Line s performance,positive
That would be an increase from estimated sales of 117 million last year,positive
Sanoma Magazines Finland s net sales grew to EUR 1401 mn from EUR 1318 mn,positive
LONDON AFX  Shares in Rautaruukki Corp have been upgraded to  hold  from  sell  by ABN Amro  with the price target raised to 2575 eur from 145  said dealers,positive
This vessel order will help Aspo secure the longterm competitiveness of its fleet  both in terms of technology and pricing,positive
Net sales surged by 185  to EUR167 8 m Teleste said that EUR20 4 m  or 122   of the sales came from the acquisitions made in 2009,positive
Global sports equipment maker Amer Sports Corp  whose brands include Atomic  Salomon and Wilson  saw a 64 percent increase in thirdquarter net profit to EURO 474 million  65 million on strong sales and cost cuts,positive
It estimates the operating profit to further improve from the third quarter,positive
Previously  EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators,positive
Finnish department store chain Stockmann Oyj Abp net profit rose to 398 mln euro   568 mln  for the first nine months of 2007 from 374 mln euro   534 mln  for the same period of 2006,positive
Finnish high technology provider Vaahto Group reports net sales of EUR 418 mn in the accounting period September 2007  February 2008  an increase of 112  from a year earlier,positive
Cash flow from operations totalled EUR 74 mn  compared to a negative EUR 686 mn in the second quarter of 2008,positive
Major Order in India Comptel Corporation has received a significant longterm order for mediation and provisioning solutions being used by a leading operator in India,positive
Operating profit excluding nonrecurring items increased by 27  to EUR 819 mn from EUR 644 mn in the corresponding period in 2008,positive
Our standardised services have met with a positive reception among our customers as well as at Itella,positive
Finnish investment group Panostaja Oyj said its net profit went up to 86 mln euro  114 mln in fiscal 200506  ended October 31  2006  from 28 mln euro  37 mln in the same period of fiscal 200405,positive
It also turned to earnings per share  EPS  of EUR 008 versus loss per share of EUR 004,positive
Revenue from July to September grew 21 percent to EURO 23 billion  the Finnish company said Thursday,positive
Net income from life insurance rose to EUR 165 mn from EUR 140 mn  and net income from nonlife insurance to EUR 226 mn from EUR 152 mn in 2009,positive
Arvo Vuorenmaa  the Loviisa plant s general manager said the application for the new licence was a  standard  procedure and that he was  quite confident  about approval being granted,positive
In JanuarySeptember 2009  the Group s net interest income increased to EUR 1124 mn from EUR 743 mn in JanuarySeptember 2008,positive
However  the proportion of the paid standing orders grew in 2009,positive
The company s market share is continued to increase further,positive
Raute posted a net profit of 18 mln euro  26 mln for the third quarter of 2007  compared to a net loss of 299000 euro  430000 for the corresponding period of 2006,positive
Finlan s listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 35 mn to EUR 1604 mn in 2010 from EUR 1569 mn in the year before,positive
In Lithuania  operating profit rose to EUR 190000 from EUR 70000 in the corresponding period in 2005,positive
MegaFon s subscriber base increased 161  in 2009 to 505 million users as of December 31  while its market share by the number of customers amounted to 24  as of late 2009  up from 23  as of late 2008  according to TeliaSonera estimates,positive
After the reporting period  BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation,positive
Operating profit of Kauppalehti group rose to EUR 15 mn from EUR 13 mn  and that of Marketplaces to EUR 13 mn from EUR 10 mn in the third quarter of 2006,positive
Sales improved to SEK 1553 mn  compared with SEK 1408 mn,positive
The company s net profit rose 114  on the year to 822 million euros in 2005 on sales of 6865 million euros  138  up on the year  the company said earlier,positive
Last year s net sales rose to EUR 683 million from EUR 622 million,positive
The fair value of the investment properties totaled EUR 25349 mn  up from EUR 24551 mn in 2006,positive
Finnish financial group Aktia reports operating profit of EUR 444 mn in JanuarySeptember 2009  up from EUR 373 mn in the corresponding period in 2008,positive
SvyturysUtenos Alus  which is controlled by the Nordic group Baltic Beverages Holding  BBH   posted a 61 percent growth in beer sales for JanuarySeptember to 10199 million liters,positive
Order intake grew by 40  yearonyear and 30  yearonyear  respectively  to EUR 576 million and EUR 17 billion for the respective JanuarySeptember and JulySeptember 2010 periods,positive
Operating profit for the threemonth period increased from EUR1 2 m  while revenue increased from EUR20 2 m  as compared to the corresponding period in 2005,positive
ADP News   Feb 11  2009  Finnish management software solutions provider Ixonos Oyj  HEL  XNS1V  said today its net profit rose to EUR 35 million  USD 45 m  for 2008 from EUR 31 million for 2007,positive
The pretax profit of the group s life insurance business increased to EUR36m from EUR27m,positive
The agreement strengthens our longterm partnership with Nokia Siemens Networks,positive
We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead,positive
Operating result including nonrecurring items rose to EUR 146mn from a loss of EUR 267mn in 2009,positive
Pretax profit totalled EUR 20 mn  compared to a loss of EUR 1592 mn in the fourth quarter of 2008,positive
ADP News   Oct 29  2008  Finnish lifting equipment maker Konecranes Oyj  OMX  KCR1V  said today that its net profit rose to EUR 1166 million  USD 1491 m  in the first nine months of 2008 from EUR 736 million for the,positive
Clothing retail chain Seppï½lï½ s sales increased by 8  to EUR 1552 mn  and operating profit rose to EUR 311 mn from EUR 171 mn in 2004,positive
Earnings per share for the quarter were also higher yearonyear at 033 eur versus 027  and above market expectations of 028 eur,positive
The world s second largest stainless steel maker said net profit in the threemonth period until Dec 31 surged to euro603 million US 781 million  or euro3 33 US 431 per share  from euro172 million  or euro0 94 per share  the previous year,positive
Operating profit totalled EUR 04 mn  up from an operating loss of EUR 08 mn yearonyear,positive
Operating profit rose to EUR 1034 mn from EUR 232 in the corresponding period in 2006,positive
Sales of security and system packaging increased slightly,positive
Sports equipment sales also progressed well owing to the prolonged winter season,positive
Metsaliitto  however  narrowed its net loss for the second quarter of 2007 to 50 mln euro  69 mln from 61 mln euro  837 mln a year ago,positive
In the end of 2006  the number of outlets will rise to 6070,positive
A Helsinki  ELIiV today reported EPS of EUR1 13 for 2009  an increase over EPS of EUR1 12 in 2008,positive
Earnings per share EPS rose to EUR 011 from EUR 003,positive
Excluding nonrecurring items  pretax profit surged 45  to EUR80m,positive
Finnish Bank of ï½land reports its operating profit rose to EUR 213 mn in the second quarter of 2009 from EUR 61 mn in the corresponding period in 2008,positive
Cost savings will then rise to some 20 mln eur a year from 2007  OKO said,positive
Nevertheless  its market share rose to 4914 percent from 4851 percent a year earlier,positive
The sale  which will result in a gain of some EUR 60 million in the second quarter of 2010 for OriolaKD  supports the Finnish company s strategy to focus on pharmaceutical wholesale and retail operations,positive
Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 11 mln euro  14 mln net profit in the fiscal 200506  ended August 31  2006  from a 249000 euro  319000 net loss in the fiscal 200405,positive
Operating profit was EUR 06 mn  up from a loss of EUR 19mn a year earlier,positive
The earnings per share for the quarter came in at 025 eur  up from the 020 eur of the same quarter a year earlier,positive
In 2008  the deal is likely to bring savings of EUR 20mn25mn,positive
The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific,positive
The acquisition will considerably increase Kemira s sales and market position in the Russian metal industry coatings market,positive
Net sales surged by 30  to EUR 36 million,positive
The disposal of Autotank will also strengthen Aspo s capital structure   commented Gustav Nyberg  CEO of Aspo,positive
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel  Strips to be delivered in 2007,positive
The six breweries recorded a 52 percent growth in domestic beer sales last year to 27021 million liters  from 25688 million liters sold in 2005,positive
Demand for sports equipment was good in 2005,positive
The company s order book stood at 15 bln euro  22 bln on September 30  2007  up by 242 pct on the year  with international orders amounting to 365 mln euro  5343 mln,positive
8 May 2009  Finnish liquid handling products and diagnostic test systems maker Biohit Oyj  HEL  BIOBV  said today  8 May 2009  its net loss narrowed to EUR0 1 m  USD0 14 m  for the first quarter of 2009 from EUR0 4 m for the same period of 2008,positive
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects,positive
We succeeded in increasing our market share of sold apartment   comments Mr Kari Kauniskangas  Head of YIT International Construction Services,positive
The financial impact is estimated to be an annual improvement of EUR2 0 m in the division s results  as of fiscal year 2008,positive
EBIT totalled EUR 144 mn  compared to a loss of EUR 03 mn in the corresponding period in 2009,positive
Its market share widened to 4851 percent from 4831 percent a year earlier,positive
EBITDA for the year 2009 improved to EUR484m  as compared with EUR472m in 2008,positive
HELSINKI  AFX   Shares closed higher  led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets  and by Nokian Tyres after its fourthquarter earnings report beat analysts  expectations  dealers said,positive
Progress Group  QPR s representative in Saudi Arabia and North Africa  has signed a framework agreement for a long term strategic relationship with ISE,positive
Operating profit rose by 269  to EUR 1058  834  million,positive
9 September 2010  Finnish stationery and gift retailer Tiimari HEL  TII1V said today its net sales rose by 2  yearonyear to EUR5 7 m in August 2010  driven by growth in Finland  while demand in the Baltics remained weak,positive
Turnover rose to EUR21m from EUR17m,positive
Operating profit totalled EUR 830 mn  up from EUR 235 mn yearonyear,positive
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010,positive
In the second quarter of 2010  the company s net profit was EUR1 7 m compared to a net loss of EUR1 3 m in AprilJune 2009,positive
Pretax profit jumped to EUR 219 million from EUR 31 million,positive
Basware Corporation stock exchange release August 31  2010 at 1625 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group,positive
Advertising and circulation revenues grew by 34  and by 04   respectively,positive
The Helsinkibased company  which also owns the Salomon  Atomic and Suunto brands  said net profit rose 15 percent in the three months through Dec 31 to   x20ac  47 million   61US million   from   x20ac  408 million a year earlier,positive
Nordea Group s operating profit increased in 2010 by 18 percent yearonyear to 364 billion euros and total revenue by 3 percent to 933 billion euros,positive
The EPS improved to EUR0 38 from EUR0 27,positive
Finnish lifting equipment maker Konecranes Oyj said on July 30  2008 that its net profit rose to 712 mln euro   1111 mln  for the first half of 2008 from 571 mln euro   891 mln  for the same period of 2007,positive
With CapMan as a partner  we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers   says Christopher Wynne  CEO of Papa John s Russia,positive
Revenue grew 12 percent to   x20ac  36 billion  US 45 billion,positive
Rapala said it estimates it will make savings of 12 mln eur a year by centralising its French operations at one site,positive
Kone s net sales rose by some 14  yearonyear in the first nine months of 2008,positive
The total delivery volume of paper businesses in 2010 was 1155000 tonnes  up from 1132000 tonnes in 2009,positive
These financing arrangements will enable the company to ensure  in line with its treasury policy  that it has sufficient financial instruments at its disposal for its potential capital requirements,positive
HELSINKI  AFX   Nokian Tyres reported a fourth quarter pretax profit of 615 mln eur  up from 486 mln on the back of strong sales,positive
The refining margin for the year was  1339  bbl  compared to  1046  bbl in the prior year,positive
In the third quarter  net sales increased by 12  yearonyear to EUR 1595 million  or by 6  at comparable currency rates growth,positive
Shares of Standard Chartered  STAN  rose 12  in the FTSE 100  while Royal Bank of Scotland  RBS  shares rose 2  and Barclays shares  BARC   BCS  were up 17,positive
Turnover surged to EUR61 8 m from EUR47 6 m due to increasing service demand  especially in the third quarter  and the overall growth of its business,positive
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier,positive
In the reporting period  net sales rose by 8  yearonyear to EUR64 3 m  due to the business acquisitions realized during the first half of 200809  the effect of which was EUR10 9 m in the review period,positive
Both operating profit and net sales for the ninemonth period increased  respectively by 266  and 34   as compared to the corresponding period in 2006,positive
Viking Line manages well with its current ferries,positive
In its financial report  published on Friday  SEB said its net profit soared to SEK6 745 bn in 2010 from a yearearlier SEK1 114 bn and proposed a 50  dividend increase to SEK1 50 per share,positive
MANAVIGATORSeptember 7  2010Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira  HEL  KRA1V  on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd  BOM 530773,positive
Fiskars Brands report net sales of EUR 1458 mn  up from EUR 1384 mn,positive
Net interest income was EUR 1522 mn  up from EUR 1010 mn in 2008,positive
Finland s national carrier Finnair PLC carried a record 85 million passengers in 2005  an increase of 45 percent on the previous year  the airline reported Tuesday,positive
In JanuarySeptember 2007  Finnlines  net sales rose to EUR 5054 mn from EUR 4735 mn in the corresponding period in 2006,positive
However  Biohit estimates its total net sales will continue to grow in 2009  and that favourable trends in net sales will lead to a profit in 2009,positive
Finnish Suominen Corporation that specialises in wet wipes  nonwovens  and flexible packaging reports net sales of EUR 441 mn in the second quarter of 2010  up from EUR 433 mn in the second quarter of 2009,positive
EPS for the quarter came in at 036 eur  up from 033 eur a year ago and ahead of forecast of 033 eur,positive
In the first nine months of 2010  the company s net loss narrowed to EUR415 000 from EUR7 4 m for the corresponding period of 2009,positive
Operating profit rose to EUR 311 mn from EUR 122 mn in the corresponding period in 2009,positive
In the third quarter  net sales increased by 12  yearonyear to EUR159 5 m  or by 6  at comparable currency rates growth,positive
Finnish Talentum reports its operating profit increased to EUR 205 mn in 2005 from EUR 93 mn in 2004  and net sales totaled EUR 1033 mn  up from EUR 964 mn,positive
In the fourth quarter of 2008  net sales increased by 2  to EUR 10507 mn from EUR 10270 mn in the fourth quarter of 2007,positive
Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India,positive
The company expects net sales to significantly increase from 2009,positive
Profit for the period was EUR 59 mn  up from EUR 13 mn,positive
The Lithuanian beer market made up 1441 million liters in January  a rise of 08 percent from the yearearlier figure  the Lithuanian Brewers  Association reporting citing the results from its members,positive
HELSINKI AFX  KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd,positive
Construction volumes meanwhile grow at a rate of 1015 percent annually,positive
Revenues at the same time grew 14 percent to 43 million euros,positive
Operating profit increased by 1451  to EUR 83 mn from EUR 34 mn,positive
Equity ratio was 609  compared to 542  In the third quarter of 2007  net sales of the Frozen Foods Business totaled EUR 110  up by about 5  from the third quarter of 2006,positive
Finnish forest machinery manufacturer Ponsse s net sales grew to EUR 513 mn in the first quarter of 2010 from EUR 375 mn in the corresponding period in 2009,positive
Finnish elevators and escalators maker KONE Corporation said on Tuesday  18 March  that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London,positive
Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7  2008 that the preliminary sales of its StoneGate products grew by 59 pct yearonyear to 36 mln euro   53 mln  for the fourth quarter of 2007,positive
Earnings per share for JanuaryJune 2010 were EUR0 30  an increase of 20  yearonyear EUR0 25,positive
The company turned to earnings per share  EPS  of EUR 003 versus loss per share of EUR 001,positive
Uponor made an operating profit of EUR 1510 mn  up from EUR 1437 mn  which made 2007 a record year,positive
Circulation revenue has increased by 5  in Finland and 4  in Sweden in 2008,positive
Operating profit rose to 221 mln eur from 199 mln,positive
a January 11  2010 EPHC board of directors has approved an increase in the quarterly dividend from  003 to  005 per share,positive
Lithuanian beer makers sold 25688 million liters of beer in 2005  a rise of 45 per cent from the yearearlier figure of 24592 million liters,positive
Sales in Latin America increased by 42  to EUR 432mn  and a total of 87 mn mobile devices were sold in the area  representing an increase of 32  from the corresponding period in 2009,positive
Finnish energy company Fortum Oyj said on November 13  2007 it was granted an environmental permit to build a biofuelfired combined heat and power CHP plant in Vartan harbor in eastern Stockholm,positive
Turun kaupunkin  Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work,positive
The actions are expected to deliver annual cost savings of some EUR1520m,positive
Operating profit totalled EUR 211 mn  up from EUR 186 mn in 2007  representing 97  of net sales,positive
The stock rose for a second day on Wednesday bringing its twoday rise to GBX12 0 or 20,positive
Ragutis  which is based in Lithuania s secondlargest city Kaunas  boosted its sales last year 223 per cent to 364 million liters,positive
ADP News   Oct 1  2008  Finnish consulting and engineering company Poyry Oyj  OMX  POY1V  said today it was awarded a EUR 52 million  USD 74 m  extension to their existing consultancy engineering contract with Venezue,positive
Exports grew 165 percent to 191 million liters,positive
Uponor improved its performance in spite of the decrease in residential construction in the US,positive
Earnings per share  EPS  were EUR0 03  up from the loss of EUR0 083,positive
Finnish office supplies and computer accessories dealer BelttonGroup Plc said its net profit rose to 13 mln euro   17 mln  in 2006 from 113 mln euro   15 mln  in 2005,positive
Both operating profit and net sales for the 12month period increased  respectively from EUR20 8 m and EUR177 7 m  as compared to the financial year 2004,positive
Orion Pharma s operating profit increased by 425  from 2004,positive
Cash flow from operations totalled EUR 271 mn  compared to a negative EUR 083 mn in the corresponding period in 2008,positive
Profit for the period was EUR 156 mn compared to EUR 141 mn in 2007,positive
Operating profit totaled EUR 377 mn  up slightly from EUR 372 mn in the corresponding period in 2006,positive
The combined activities will create value for shareholders and be good for our employees and customers,positive
Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 545 mn in the first quarter of 2008  compared with EUR 543 mn a year earlier,positive
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies,positive
The brokerage said 2006 has seen a  true turning point  in European steel base prices  with better pricing seen carrying through the second quarter of 2006,positive
The Department Store Division reported an increase in sales of 4 per cent,positive
Finnish telecoms software developer Tecnomen Oyj said on December 5  2006 it won a  33 mln  25 mln euro  order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom,positive
UPM s deliveries increased during the third quarter by 4 percent  and the efficiency of operations improved   Chief Executive Jussi Pesonen said,positive
Net sales of the Vegetable Oil Business rose to EUR 106 mn from EUR 101 mn,positive
Satama s net profit for the third quarter of 2007 rose to 275000 euro   395000  from 270000 euro   388000  for the same period of 2006,positive
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 671 million,positive
At the same time profit of the company increased by 10  in H1 and reached Ls 79000,positive
Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its  leading supply status  with Verizon  along with highgrowth products,positive
27 January 2011  Finnish IT solutions provider Affecto Oyj  HEL  AFE1V  said today it has won a EUR1 2 m  USD1 6 m  contract from stateowned Lithuanian Social Insurance Institution  SODRA,positive
Suominen Corporation estimates that the costcutting program that started in autumn 2005  higher sales prices  and expected growth in volume of Wet Wipes  will make the company s operations more profitable,positive
In the second quarter of 2010  Raute s net loss narrowed to EUR 123000 from EUR 15 million in the same period of 2009,positive
Return on investment was 50   compared to a negative 41  in 2009,positive
The company s operating income  EBIT  totalled EUR 00 mn  up from EUR 03 mn yearonyear,positive
It will also strengthen Ruukki s offshore business,positive
Kesko Agro Eesti  the retailer and wholesaler of grain  agricultural and warehousing machinery and accessories  had net sales of 81 million euros in 2007  an increase by onetenth over the preceding year,positive
The chain posted sales of 298 million euros for full 2005  a rise of 195 percent  yearonyear,positive
The company recorded revenues of E658 1 million during the fiscal year ended December 2007  an increase of 23  over 2006,positive
Operating profit surged to EUR21m from EUR106 000,positive
10 February 2011  Finnish media company Sanoma Oyj HEL  SAA1V said yesterday its 2010 net profit almost tripled to EUR297 3 m from EUR107 1 m for 2009 and announced a proposal for a raised payout,positive
Finnish Aktia Group s operating profit rose to EUR 175 mn in the first quarter of 2010 from EUR 82 mn in the first quarter of 2009,positive
Previously  the company anticipated its operating profit to improve over the same period,positive
SKF 6 April 2010  Alandsbanken has given a  buy  recommendation on Swedish industrial company SKF AB  STO  SKF B  with a share price target of SEK150,positive
Bilfinger investors cheered the agreement  pushing shares up 7   or  euro  330  to  euro  5029  in afternoon trade,positive
Profit for the period totaled EUR 394 mn  up from EUR 339 mn in the corresponding period in 2006,positive
Pretax loss totaled EUR 03 mn  compared to a loss of EUR 22 mn in the first quarter of 2005,positive
15 December 2010  FinnishGerman telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of homebased telecommunications company Elisa Oyj HEL  ELI1V,positive
Fiskars  a 360yearold global business best known for its orangehandled scissors  expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete,positive
By separating side businesses we will be able to faster expand and develop Tapro retail network,positive
1 February 2011  Finnish textile and clothing company Marimekko Oyj HEL  MMO1V said today its preliminary operating profit grew to EUR8 2 m in 2010 from EUR6 3 m in 2009,positive
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 841 mln euro  1056 mln in the first nine months of 2006 from a net loss of 26 mln euro  33 mln in the same period of 2005,positive
The operating profit for Grain Trading increased to EUR 20 mn from EUR 14 mn in 2005,positive
Diluted earnings per share  EPS  rose to EUR 105 from EUR 064,positive
In the third quarter of 2010  net sales increased by 52  to EUR 2055 mn  and operating profit by 349  to EUR 235 mn,positive
ADP News  Nov 13  2008  Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX  ACG1V said today that its net loss narrowed to EUR 2 million USD 25 m in the first nine months of 2008 from EUR 5,positive
Net sales will  however  increase from 2005,positive
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million,positive
OctoberDecember sales were 302 mln eur  or a 253 pct increase year on year,positive
Both operating profit and net sales for the sixmonth period increased  respectively from EUR7 5 m and EUR655 5 m  as compared to the corresponding period in 2005,positive
Passenger volumes rose by 84  in the accounting period,positive
Ruukki s delivery volumes and selling prices showed favourable development and the company s comparable net sales grew by 50  yearonyear to EUR647m  CEO Sakari Tamminen said,positive
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure,positive
Operating profit was EUR 245 mn  up from EUR 230 mn,positive
Operating profit margin increased from 112  to 117,positive
Talentum expects that the net sales of its core business will increase in 2008  compared to 2007,positive
Return on equity stood at 183  compared to 154  in the third quarter of 2005,positive
Marimekko Group s fullyear net sales are estimated to increase by about 10,positive
As a result  the company currently anticipates net sales to increase and the operating result to be positive,positive
Finnish broadband data communication systems provider Teleste Oyj HEL  TLT1V said yesterday it returned to a net profit of EUR 27 million USD 38 m for the first nine months of 2010 versus a net loss of EUR 579000 for the same period of 2009,positive
However  the broker gave an  outperform  recommendation on the stock,positive
The transaction will have a positive impact of around EUR2m on earnings  which Ruukki will recognize during the fourth quarter of this year,positive
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems  SES  on the supply of AC drives,positive
EPS grew to 004 eur from 002 eur,positive
Operating profit for the ninemonth period increased from EUR13 6 m  while net sales increased from EUR394 7 m  as compared to the corresponding period in 2005,positive
Finnish Sampo Bank  of Danish Danske Bank group  reports profit before taxes of EUR 1523 mn in 2010  up from EUR 327 mn in 2009,positive
The company s net profit amounted to EE 555 mn  which was 36  more than in 2004,positive
in Q1 10 19 April 2010  Finnish forest machinery and equipment maker Ponsse Oyj HEL  PON1V said today that it expects to swing to a net profit of some EUR6 3 m in the first quarter of 2010  from an EUR9 6 m loss a year earlier,positive
Performance in the second half of 2009 exceeded expectations,positive
According to Atria s President and CEO Matti Tikkakoski  the company s Swedish operations significantly improved in the first quarter,positive
Consolidated operating profit excluding oneoff items was EUR 306 mn  up from EUR 296 mn a year earlier,positive
The pretax profit of the group s life insurance business increased to EUR 36 million from EUR 27 million,positive
Net sales increased to EUR193 3 m from EUR179 9 m and pretax profit rose by 342  to EUR43 1 m  EUR1  USD1 4,positive
EUR928 000 in Q1 2010 6 May 2010  Finnish textile and clothing design company Marimekko Oyj  HEL  MMO1V  said today its net profit rose to EUR928 000 in the first quarter of 2010 from EUR13 000 in the corresponding period a year earlier,positive
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board,positive
In 2009  Fiskars  cash flow from operating activities amounted to EUR121m  up from EUR97m in the previous year,positive
ADP News   Oct 31  2008  Finnish food company Raisio Oyj  OMX  RAIVV  said today that its net profit jumped to EUR 164 million  USD 209 m  for the first nine months of 2008 from EUR 11 million for the same period of,positive
Nokia Multimedia s net sales totaled EUR 57 bn  up 45  from the corresponding period in 2005,positive
Nokia was up 012 pct to 1670 eur after kicking off the morning in negative territory,positive
Net sales grew in the period to  x20ac 402 million  585US million from  x20ac 401 million in 2006,positive
Sales increased due to growing market rates and increased operations,positive
This is a significant milestone for Benefon  helping us to secure critical USP s for our personal navigation product roadmap for 2007 and beyond   commented Simon Button  Chief Technology Officer at Benefon,positive
Shares of Nokia Corp rose Thursday after the cell phone maker said its thirdquarter earnings almost doubled and its share of the global handset market increased,positive
OUTOTEC OYJ PRESS RELEASE  FEBRUARY 19  2008 AT 1100 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda  Brazil and from Cumerio Med JSCo  Bulgaria,positive
Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122000 in 2005 profit  which is 20 times more that in 2004,positive
Finnish steel maker Rautaruukki Oyj  Ruukki  said on July 7  2008 that it won a 90 mln euro   141 mln  contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg  western Sweden,positive
Cash flow from operations rose to EUR 527 mn from EUR 156 mn in 2007,positive
The last quarter was the best quarter of 2009 in net sales  and the operating margin rose to 122,positive
Ruukki s order book at the end of 2010 was 30  up yearonyear and 10  up quarteronquarter,positive
Profit for the period was EUR 98 mn  up from EUR 60 mn in 2004,positive
Foundries division reports its sales increased by 97  to EUR 631 mn from EUR 575 mn in the corresponding period in 2006  and sales of the Machine Shop division increased by 164  to EUR 412 mn from EUR 354 mn in the corresponding period in 2006,positive
The acquisition will have an immediate positive impact on Aspocomp s financial result,positive
Operating profit improved by 399  to EUR 180 mn from EUR12 8 mn,positive
The policy was also aimed at making the companies more profitable and competitive,positive
Profit per share was EUR 103  up from EUR 087,positive
Finnish construction company YIT Oyj said on November 13  2007 it won a 70 mln euro  1028 mln contract to construct the new office building for local property company Tapiola Real Estate Oy,positive
Return on capital employed rose by 48 percentage points to 196,positive
This resulted in improved sales figures in Sweden,positive
Thanks to the multiplying effect of wagon performance  transport will be much more efficient   says development manager Juha Malkia from VR Cargo,positive
ADP News  Feb 25  2009  Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL  ACG1V said today it swung to a net profit of EUR 300000 USD 385000 for 2008 versus a net loss of EUR 653 millio,positive
Department store sales improved by 14  to EUR 10706 mn,positive
I am extremely delighted with this project and the continuation of cooperation with Viking Line,positive
Net sales of Finnish food industry company Lï½nnen Tehtaat s continuing operations increased by 13  in 2008 to EUR 3491 mn from EUR 3096 mn in 2007,positive
Diluted EPS rose to EUR3 68 from EUR0 50,positive
